Date,Close,Close Change
2022-12-02,194.86,0.160000000000025
2022-12-05,182.45,-12.410000000000025
2022-12-06,179.82,-2.6299999999999955
2022-12-07,174.04,-5.780000000000001
2022-12-08,173.44,-0.5999999999999943
2022-12-09,179.05,5.610000000000014
2022-12-12,167.82,-11.230000000000018
2022-12-13,160.95,-6.8700000000000045
2022-12-14,156.8,-4.149999999999977
2022-12-15,157.67,0.8699999999999761
2022-12-16,150.23,-7.439999999999998
2022-12-19,149.87,-0.3599999999999852
2022-12-20,137.8,-12.069999999999993
2022-12-21,137.57,-0.2300000000000182
2022-12-22,125.35,-12.219999999999999
2022-12-23,123.15,-2.1999999999999886
2022-12-27,109.1,-14.050000000000011
2022-12-28,112.71,3.6099999999999994
2022-12-29,121.82,9.11
2022-12-30,123.18,1.3600000000000136
2023-01-03,108.1,-15.080000000000013
2023-01-04,113.64,5.540000000000006
2023-01-05,110.34,-3.299999999999997
2023-01-06,113.06,2.719999999999999
2023-01-09,119.77,6.709999999999994
2023-01-10,118.85,-0.9200000000000017
2023-01-11,123.22,4.3700000000000045
2023-01-12,123.56,0.3400000000000034
2023-01-13,122.4,-1.1599999999999966
2023-01-17,131.49,9.090000000000003
2023-01-18,128.78,-2.710000000000008
2023-01-19,127.17,-1.6099999999999994
2023-01-20,133.42,6.249999999999986
2023-01-23,143.75,10.330000000000013
2023-01-24,143.89,0.13999999999998636
2023-01-25,144.43,0.5400000000000205
2023-01-26,160.27,15.840000000000003
2023-01-27,177.9,17.629999999999995
2023-01-30,166.66,-11.240000000000009
2023-01-31,173.22,6.560000000000002
2023-02-01,181.41,8.189999999999998
2023-02-02,188.27,6.860000000000014
2023-02-03,189.98,1.7099999999999795
2023-02-06,194.76,4.780000000000001
2023-02-07,196.81,2.0500000000000114
2023-02-08,201.29,4.47999999999999
2023-02-09,207.32,6.030000000000001
2023-02-10,196.89,-10.430000000000007
2023-02-13,194.64,-2.25
2023-02-14,209.25,14.610000000000014
2023-02-15,214.24,4.990000000000009
2023-02-16,202.04,-12.200000000000017
2023-02-17,208.31,6.27000000000001
2023-02-21,197.37,-10.939999999999998
2023-02-22,200.86,3.490000000000009
2023-02-23,202.07,1.2099999999999795
2023-02-24,196.88,-5.189999999999998
2023-02-27,207.63,10.75
2023-02-28,205.71,-1.9199999999999875
2023-03-01,202.77,-2.9399999999999977
2023-03-02,190.9,-11.870000000000005
2023-03-03,197.79,6.889999999999986
2023-03-06,193.81,-3.9799999999999898
2023-03-07,187.71,-6.099999999999994
2023-03-08,182.0,-5.710000000000008
2023-03-09,172.92,-9.080000000000013
2023-03-10,173.44,0.5200000000000102
2023-03-13,174.48,1.039999999999992
2023-03-14,183.26,8.780000000000001
2023-03-15,180.45,-2.8100000000000023
2023-03-16,184.13,3.680000000000007
2023-03-17,180.13,-4.0
2023-03-20,183.25,3.1200000000000045
2023-03-21,197.58,14.330000000000013
2023-03-22,191.15,-6.430000000000007
2023-03-23,192.22,1.0699999999999932
2023-03-24,190.41,-1.8100000000000023
2023-03-27,191.81,1.4000000000000057
2023-03-28,189.19,-2.6200000000000045
2023-03-29,193.88,4.689999999999998
2023-03-30,195.28,1.4000000000000057
2023-03-31,207.46,12.180000000000007
2023-04-03,194.77,-12.689999999999998
2023-04-04,192.58,-2.1899999999999977
2023-04-05,185.52,-7.060000000000002
2023-04-06,185.06,-0.46000000000000796
2023-04-10,184.51,-0.5500000000000114
2023-04-11,186.79,2.280000000000001
2023-04-12,180.54,-6.25
2023-04-13,185.9,5.360000000000014
2023-04-14,185.0,-0.9000000000000057
2023-04-17,187.04,2.039999999999992
2023-04-18,184.31,-2.7299999999999898
2023-04-19,180.59,-3.719999999999999
2023-04-20,162.99,-17.599999999999994
2023-04-21,165.08,2.0900000000000034
2023-04-24,162.55,-2.530000000000001
2023-04-25,160.67,-1.8800000000000239
2023-04-26,153.75,-6.9199999999999875
2023-04-27,160.19,6.439999999999998
2023-04-28,164.31,4.1200000000000045
2023-05-01,161.83,-2.4799999999999898
2023-05-02,160.31,-1.5200000000000102
2023-05-03,160.61,0.30000000000001137
2023-05-04,161.2,0.589999999999975
2023-05-05,170.06,8.860000000000014
2023-05-08,171.79,1.7299999999999898
2023-05-09,169.15,-2.6399999999999864
2023-05-10,168.54,-0.6100000000000136
2023-05-11,172.08,3.5400000000000205
2023-05-12,167.98,-4.100000000000023
2023-05-15,166.35,-1.6299999999999955
2023-05-16,166.52,0.17000000000001592
2023-05-17,173.86,7.340000000000003
2023-05-18,176.89,3.0299999999999727
2023-05-19,180.14,3.25
2023-05-22,188.87,8.730000000000018
2023-05-23,185.77,-3.0999999999999943
2023-05-24,182.9,-2.8700000000000045
2023-05-25,184.47,1.5699999999999932
2023-05-26,193.17,8.699999999999989
2023-05-30,201.16,7.990000000000009
2023-05-31,203.93,2.7700000000000102
2023-06-01,207.52,3.5900000000000034
2023-06-02,213.97,6.449999999999989
2023-06-05,217.61,3.640000000000015
2023-06-06,221.31,3.6999999999999886
2023-06-07,224.57,3.259999999999991
2023-06-08,234.86,10.29000000000002
2023-06-09,244.4,9.539999999999992
2023-06-12,249.83,5.430000000000007
2023-06-13,258.71,8.879999999999967
2023-06-14,256.79,-1.919999999999959
2023-06-15,255.9,-0.8900000000000148
2023-06-16,260.54,4.640000000000015
2023-06-20,274.45,13.909999999999968
2023-06-21,259.46,-14.990000000000009
2023-06-22,264.61,5.150000000000034
2023-06-23,256.6,-8.009999999999991
2023-06-26,241.05,-15.550000000000011
2023-06-27,250.21,9.159999999999997
2023-06-28,256.24,6.030000000000001
2023-06-29,257.5,1.259999999999991
2023-06-30,261.77,4.269999999999982
2023-07-03,279.82,18.05000000000001
2023-07-05,282.48,2.660000000000025
2023-07-06,276.54,-5.939999999999998
2023-07-07,274.43,-2.1100000000000136
2023-07-10,269.61,-4.819999999999993
2023-07-11,269.79,0.18000000000000682
2023-07-12,271.99,2.1999999999999886
2023-07-13,277.9,5.909999999999968
2023-07-14,281.38,3.480000000000018
2023-07-17,290.38,9.0
2023-07-18,293.34,2.9599999999999795
2023-07-19,291.26,-2.079999999999984
2023-07-20,262.9,-28.360000000000014
2023-07-21,260.02,-2.8799999999999955
2023-07-24,269.06,9.04000000000002
2023-07-25,265.28,-3.7800000000000296
2023-07-26,264.35,-0.92999999999995
2023-07-27,255.71,-8.640000000000015
2023-07-28,266.44,10.72999999999999
2023-07-31,267.43,0.9900000000000091
2023-08-01,261.07,-6.360000000000014
2023-08-02,254.11,-6.9599999999999795
2023-08-03,259.32,5.2099999999999795
2023-08-04,253.86,-5.4599999999999795
2023-08-07,251.45,-2.410000000000025
2023-08-08,249.7,-1.75
2023-08-09,242.19,-7.509999999999991
2023-08-10,245.34,3.1500000000000057
2023-08-11,242.65,-2.6899999999999977
2023-08-14,239.76,-2.890000000000015
2023-08-15,232.96,-6.799999999999983
2023-08-16,225.6,-7.360000000000014
2023-08-17,219.22,-6.3799999999999955
2023-08-18,215.49,-3.7299999999999898
2023-08-21,231.28,15.789999999999992
2023-08-22,233.19,1.9099999999999966
2023-08-23,236.86,3.670000000000016
2023-08-24,230.04,-6.820000000000022
2023-08-25,238.59,8.550000000000011
2023-08-28,238.82,0.22999999999998977
2023-08-29,257.18,18.360000000000014
2023-08-30,256.9,-0.28000000000002956
2023-08-31,258.08,1.1800000000000068
2023-09-01,245.01,-13.069999999999993
2023-09-05,256.49,11.480000000000018
2023-09-06,251.92,-4.570000000000022
2023-09-07,251.49,-0.4299999999999784
2023-09-08,248.5,-2.990000000000009
2023-09-11,273.58,25.079999999999984
2023-09-12,267.48,-6.099999999999966
2023-09-13,271.3,3.819999999999993
2023-09-14,276.04,4.740000000000009
2023-09-15,274.39,-1.650000000000034
2023-09-18,265.28,-9.110000000000014
2023-09-19,266.5,1.2200000000000273
2023-09-20,262.59,-3.910000000000025
2023-09-21,255.7,-6.889999999999986
2023-09-22,244.88,-10.819999999999993
2023-09-25,246.99,2.1100000000000136
2023-09-26,244.12,-2.8700000000000045
2023-09-27,240.5,-3.6200000000000045
2023-09-28,246.38,5.8799999999999955
2023-09-29,250.22,3.8400000000000034
2023-10-02,251.6,1.3799999999999955
2023-10-03,246.53,-5.069999999999993
2023-10-04,261.16,14.630000000000024
2023-10-05,260.05,-1.1100000000000136
2023-10-06,260.53,0.47999999999996135
2023-10-09,259.67,-0.8599999999999568
2023-10-10,263.62,3.9499999999999886
2023-10-11,262.99,-0.6299999999999955
2023-10-12,258.87,-4.1200000000000045
2023-10-13,251.12,-7.75
2023-10-16,253.92,2.799999999999983
2023-10-17,254.85,0.9300000000000068
2023-10-18,242.68,-12.169999999999987
2023-10-19,220.11,-22.569999999999993
2023-10-20,211.99,-8.120000000000005
2023-10-23,212.08,0.09000000000000341
2023-10-24,216.52,4.439999999999998
2023-10-25,212.42,-4.100000000000023
2023-10-26,205.76,-6.659999999999997
2023-10-27,207.3,1.5400000000000205
2023-10-30,197.36,-9.939999999999998
2023-10-31,200.84,3.4799999999999898
2023-11-01,205.66,4.819999999999993
2023-11-02,218.51,12.849999999999994
2023-11-03,219.96,1.450000000000017
2023-11-06,219.27,-0.6899999999999977
2023-11-07,222.18,2.9099999999999966
2023-11-08,222.11,-0.06999999999999318
2023-11-09,209.98,-12.130000000000024
2023-11-10,214.65,4.670000000000016
2023-11-13,223.71,9.060000000000002
2023-11-14,237.41,13.699999999999989
2023-11-15,242.84,5.430000000000007
2023-11-16,233.59,-9.25
2023-11-17,234.3,0.710000000000008
2023-11-20,235.6,1.299999999999983
2023-11-21,241.2,5.599999999999994
2023-11-22,234.21,-6.989999999999981
2023-11-24,235.45,1.2399999999999807
2023-11-27,236.08,0.6300000000000239
2023-11-28,246.72,10.639999999999986
2023-11-29,244.14,-2.5800000000000125
2023-11-30,240.08,-4.059999999999974
2023-12-01,238.83,-1.25
2023-12-04,235.58,-3.25
2023-12-05,238.72,3.1399999999999864
2023-12-06,239.37,0.6500000000000057
2023-12-07,242.64,3.269999999999982
2023-12-08,243.84,1.200000000000017
2023-12-11,239.74,-4.099999999999994
2023-12-12,237.01,-2.730000000000018
2023-12-13,239.29,2.280000000000001
2023-12-14,251.05,11.76000000000002
2023-12-15,253.5,2.4499999999999886
2023-12-18,252.08,-1.4199999999999875
2023-12-19,257.22,5.140000000000015
2023-12-20,247.14,-10.080000000000041
2023-12-21,254.5,7.360000000000014
2023-12-22,252.54,-1.960000000000008
2023-12-26,256.61,4.070000000000022
2023-12-27,261.44,4.829999999999984
2023-12-28,253.18,-8.259999999999991
2023-12-29,248.48,-4.700000000000017
2024-01-02,248.42,-0.060000000000002274
2024-01-03,238.45,-9.969999999999999
2024-01-04,237.93,-0.5199999999999818
2024-01-05,237.49,-0.4399999999999977
2024-01-08,240.45,2.9599999999999795
2024-01-09,234.96,-5.489999999999981
2024-01-10,233.94,-1.0200000000000102
2024-01-11,227.22,-6.719999999999999
2024-01-12,218.89,-8.330000000000013
2024-01-16,219.91,1.0200000000000102
2024-01-17,215.55,-4.359999999999985
2024-01-18,211.88,-3.670000000000016
2024-01-19,212.19,0.3100000000000023
2024-01-22,208.8,-3.3899999999999864
2024-01-23,209.14,0.339999999999975
2024-01-24,207.83,-1.3099999999999739
2024-01-25,182.63,-25.200000000000017
2024-01-26,183.25,0.6200000000000045
2024-01-29,190.93,7.680000000000007
2024-01-30,191.59,0.6599999999999966
2024-01-31,187.29,-4.300000000000011
2024-02-01,188.86,1.5700000000000216
2024-02-02,187.91,-0.950000000000017
2024-02-05,181.06,-6.849999999999994
2024-02-06,185.1,4.039999999999992
2024-02-07,187.58,2.480000000000018
2024-02-08,189.56,1.9799999999999898
2024-02-09,193.57,4.009999999999991
2024-02-12,188.13,-5.439999999999998
2024-02-13,184.02,-4.109999999999985
2024-02-14,188.71,4.689999999999998
2024-02-15,200.45,11.73999999999998
2024-02-16,199.95,-0.5
2024-02-20,193.76,-6.189999999999998
2024-02-21,194.77,1.0100000000000193
2024-02-22,197.41,2.6399999999999864
2024-02-23,191.97,-5.439999999999998
2024-02-26,199.4,7.430000000000007
2024-02-27,199.73,0.3299999999999841
2024-02-28,202.04,2.3100000000000023
2024-02-29,201.88,-0.1599999999999966
2024-03-01,202.64,0.7599999999999909
2024-03-04,188.14,-14.5
2024-03-05,180.74,-7.399999999999977
2024-03-06,176.54,-4.200000000000017
2024-03-07,178.65,2.1100000000000136
2024-03-08,175.34,-3.3100000000000023
2024-03-11,177.77,2.430000000000007
2024-03-12,177.54,-0.2300000000000182
2024-03-13,169.48,-8.060000000000002
2024-03-14,162.5,-6.97999999999999
2024-03-15,163.57,1.0699999999999932
2024-03-18,173.8,10.230000000000018
2024-03-19,171.32,-2.480000000000018
2024-03-20,175.66,4.340000000000003
2024-03-21,172.82,-2.8400000000000034
2024-03-22,170.83,-1.9899999999999807
2024-03-25,172.63,1.799999999999983
2024-03-26,177.67,5.039999999999992
2024-03-27,179.83,2.160000000000025
2024-03-28,175.79,-4.0400000000000205
2024-04-01,175.22,-0.5699999999999932
2024-04-02,166.63,-8.590000000000003
2024-04-03,168.38,1.75
2024-04-04,171.11,2.730000000000018
2024-04-05,164.9,-6.210000000000008
2024-04-08,172.98,8.079999999999984
2024-04-09,176.88,3.9000000000000057
2024-04-10,171.76,-5.1200000000000045
2024-04-11,174.6,2.8400000000000034
2024-04-12,171.05,-3.549999999999983
2024-04-15,161.48,-9.570000000000022
2024-04-16,157.11,-4.369999999999976
2024-04-17,155.45,-1.660000000000025
2024-04-18,149.93,-5.519999999999982
2024-04-19,147.05,-2.8799999999999955
2024-04-22,142.05,-5.0
2024-04-23,144.68,2.6299999999999955
2024-04-24,162.13,17.44999999999999
2024-04-25,170.18,8.050000000000011
2024-04-26,168.29,-1.8900000000000148
2024-04-29,194.05,25.76000000000002
2024-04-30,183.28,-10.77000000000001
2024-05-01,179.99,-3.289999999999992
2024-05-02,180.01,0.01999999999998181
2024-05-03,181.19,1.1800000000000068
2024-05-06,184.76,3.569999999999993
2024-05-07,177.81,-6.949999999999989
2024-05-08,174.72,-3.0900000000000034
2024-05-09,171.97,-2.75
2024-05-10,168.47,-3.5
2024-05-13,171.89,3.4199999999999875
2024-05-14,177.55,5.660000000000025
2024-05-15,173.99,-3.5600000000000023
2024-05-16,174.84,0.8499999999999943
2024-05-17,177.46,2.6200000000000045
2024-05-20,174.95,-2.5100000000000193
2024-05-21,186.6,11.650000000000006
2024-05-22,180.11,-6.489999999999981
2024-05-23,173.74,-6.3700000000000045
2024-05-24,179.24,5.5
2024-05-28,176.75,-2.490000000000009
2024-05-29,176.19,-0.5600000000000023
2024-05-30,178.79,2.5999999999999943
2024-05-31,178.08,-0.7099999999999795
2024-06-03,176.29,-1.7900000000000205
2024-06-04,174.77,-1.5199999999999818
2024-06-05,175.0,0.22999999999998977
2024-06-06,177.94,2.9399999999999977
2024-06-07,177.48,-0.46000000000000796
2024-06-10,173.79,-3.6899999999999977
2024-06-11,170.66,-3.1299999999999955
2024-06-12,177.29,6.6299999999999955
2024-06-13,182.47,5.180000000000007
2024-06-14,178.01,-4.460000000000008
2024-06-17,187.44,9.430000000000007
2024-06-18,184.86,-2.579999999999984
2024-06-20,181.57,-3.2900000000000205
2024-06-21,183.01,1.4399999999999977
2024-06-24,182.58,-0.4299999999999784
2024-06-25,187.35,4.769999999999982
2024-06-26,196.37,9.02000000000001
2024-06-27,197.42,1.049999999999983
2024-06-28,197.88,0.46000000000000796
2024-07-01,209.86,11.980000000000018
2024-07-02,231.26,21.399999999999977
2024-07-03,246.39,15.129999999999995
2024-07-05,251.52,5.130000000000024
2024-07-08,252.94,1.4199999999999875
2024-07-09,262.33,9.389999999999986
2024-07-10,263.26,0.9300000000000068
2024-07-11,241.03,-22.22999999999999
2024-07-12,248.23,7.199999999999989
2024-07-15,252.64,4.409999999999997
2024-07-16,256.56,3.920000000000016
2024-07-17,248.5,-8.060000000000002
2024-07-18,249.23,0.7299999999999898
2024-07-19,239.2,-10.030000000000001
2024-07-22,251.51,12.310000000000002
2024-07-23,246.38,-5.1299999999999955
2024-07-24,215.99,-30.389999999999986
2024-07-25,220.25,4.259999999999991
2024-07-26,219.8,-0.44999999999998863
2024-07-29,232.1,12.299999999999983
2024-07-30,222.62,-9.47999999999999
2024-07-31,232.07,9.449999999999989
2024-08-01,216.86,-15.20999999999998
2024-08-02,207.67,-9.190000000000026
2024-08-05,198.88,-8.789999999999992
2024-08-06,200.64,1.759999999999991
2024-08-07,191.76,-8.879999999999995
2024-08-08,198.84,7.0800000000000125
2024-08-09,200.0,1.1599999999999966
2024-08-12,197.49,-2.509999999999991
2024-08-13,207.83,10.340000000000003
2024-08-14,201.38,-6.450000000000017
2024-08-15,214.14,12.759999999999991
2024-08-16,216.12,1.9800000000000182
2024-08-19,222.72,6.599999999999994
2024-08-20,221.1,-1.6200000000000045
2024-08-21,223.27,2.170000000000016
2024-08-22,210.66,-12.610000000000014
2024-08-23,220.32,9.659999999999997
2024-08-26,213.21,-7.109999999999985
2024-08-27,209.21,-4.0
2024-08-28,205.75,-3.460000000000008
2024-08-29,206.28,0.5300000000000011
2024-08-30,214.11,7.8300000000000125
2024-09-03,210.6,-3.5100000000000193
2024-09-04,219.41,8.810000000000002
2024-09-05,230.17,10.759999999999991
2024-09-06,210.73,-19.439999999999998
2024-09-09,216.27,5.5400000000000205
2024-09-10,226.17,9.899999999999977
2024-09-11,228.13,1.960000000000008
2024-09-12,229.81,1.6800000000000068
2024-09-13,230.29,0.47999999999998977
2024-09-16,226.78,-3.509999999999991
2024-09-17,227.87,1.0900000000000034
2024-09-18,227.2,-0.6700000000000159
2024-09-19,243.92,16.72
2024-09-20,238.25,-5.6699999999999875
2024-09-23,250.0,11.75
2024-09-24,254.27,4.27000000000001
2024-09-25,257.02,2.7499999999999716
2024-09-26,254.22,-2.799999999999983
2024-09-27,260.46,6.239999999999981
2024-09-30,261.63,1.170000000000016
2024-10-01,258.02,-3.6100000000000136
2024-10-02,249.02,-8.999999999999972
2024-10-03,240.66,-8.360000000000014
2024-10-04,250.08,9.420000000000016
2024-10-07,240.83,-9.25
2024-10-08,244.5,3.6699999999999875
2024-10-09,241.05,-3.4499999999999886
2024-10-10,238.77,-2.280000000000001
2024-10-11,217.8,-20.97
2024-10-14,219.16,1.3599999999999852
2024-10-15,219.57,0.4099999999999966
2024-10-16,221.33,1.7600000000000193
2024-10-17,220.89,-0.44000000000002615
2024-10-18,220.7,-0.18999999999999773
2024-10-21,218.85,-1.8499999999999943
2024-10-22,217.97,-0.8799999999999955
2024-10-23,213.65,-4.319999999999993
2024-10-24,260.48,46.83000000000001
2024-10-25,269.19,8.70999999999998
2024-10-28,262.51,-6.680000000000007
2024-10-29,259.52,-2.990000000000009
2024-10-30,257.55,-1.9699999999999704
2024-10-31,249.85,-7.700000000000017
2024-11-01,248.98,-0.8700000000000045
2024-11-04,242.84,-6.139999999999986
2024-11-05,251.44,8.599999999999994
2024-11-06,288.53,37.089999999999975
2024-11-07,296.91,8.380000000000052
2024-11-08,321.22,24.310000000000002
2024-11-11,350.0,28.779999999999973
2024-11-12,328.49,-21.50999999999999
2024-11-13,330.24,1.75
2024-11-14,311.18,-19.060000000000002
2024-11-15,320.72,9.54000000000002
2024-11-18,338.74,18.019999999999982
2024-11-19,346.0,7.259999999999991
2024-11-20,342.03,-3.9700000000000273
2024-11-21,339.64,-2.3899999999999864
2024-11-22,352.56,12.920000000000016
2024-11-25,338.59,-13.970000000000027
2024-11-26,338.23,-0.3599999999999568
2024-11-27,332.89,-5.340000000000032
2024-11-29,345.16,12.270000000000039
2024-12-02,357.09,11.92999999999995
2024-12-03,351.42,-5.669999999999959
2024-12-04,357.93,6.509999999999991
2024-12-05,369.49,11.560000000000002
2024-12-06,389.22,19.730000000000018
2024-12-09,389.79,0.5699999999999932
2024-12-10,400.99,11.199999999999989
2024-12-11,424.77,23.779999999999973
2024-12-12,418.1,-6.669999999999959
2024-12-13,436.23,18.129999999999995
2024-12-16,463.02,26.789999999999964
2024-12-17,479.86,16.840000000000032
2024-12-18,440.13,-39.73000000000002
2024-12-19,436.17,-3.9599999999999795
2024-12-20,421.06,-15.110000000000014
2024-12-23,430.6,9.54000000000002
2024-12-24,462.28,31.67999999999995
2024-12-26,454.13,-8.149999999999977
2024-12-27,431.66,-22.46999999999997
2024-12-30,417.41,-14.25
2024-12-31,403.84,-13.57000000000005
2025-01-02,379.28,-24.560000000000002
2025-01-03,410.44,31.160000000000025
2025-01-06,411.05,0.6100000000000136
